ESTADO DE RESULTADOS;sector;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020.00;educacion;800019102.00;41601.85;27006.77;14595.08;0.00;12790.91;1016.62;2820.80;297.38;735.74;735.74;0.00;0.00;2382.44;908.83;0.00;1473.61;1692.76;0.00
2019.00;educacion;800019102.00;51044.40;32234.28;18810.12;16707.82;0.00;698.59;2800.88;443.77;528.74;528.74;0.00;0.00;2715.91;817.22;0.00;1898.69;1245.50;0.00
2018.00;educacion;800019102.00;46783.95;30509.83;16274.12;16571.30;0.00;969.35;672.17;445.11;562.89;562.89;0.00;0.00;554.39;413.78;0.00;140.61;1163.35;0.00
2017.00;educacion;800019102.00;43614.58;28422.95;15191.63;15125.86;0.00;602.36;668.12;619.23;506.39;506.39;0.00;0.00;780.96;627.27;0.00;153.69;1187.98;0.00
2016.00;educacion;800019102.00;40268.47;26591.19;13677.28;13883.98;0.00;1151.55;944.85;440.45;398.52;398.52;0.00;0.00;986.78;724.28;0.00;262.50;1174.73;0.00
2015.00;educacion;800019102.00;36742.08;24289.32;12452.77;10550.26;0.00;0.00;1902.50;929.12;1836.35;0.51;1835.84;0.00;995.27;729.68;0.00;265.59;0.00;0.00
2014.00;educacion;800019102.00;34564.95;25216.25;9348.70;10119.16;0.00;0.00;770.46;549.03;998.21;0.00;0.00;0.00;1219.64;164.75;0.00;1384.39;1020.79;37.08
2013.00;educacion;800019102.00;31993.91;21951.23;10042.69;10109.46;0.00;0.00;66.77;334.99;785.17;0.00;0.00;0.00;516.94;171.32;0.00;688.26;1167.30;72.74
2012.00;educacion;800019102.00;28651.91;18881.27;9770.64;8400.81;0.00;0.00;1369.83;314.76;663.72;0.00;0.00;0.00;1020.88;582.99;0.00;437.89;970.49;146.92
2011.00;educacion;800019102.00;27220.17;17128.13;10092.04;7126.64;0.00;0.00;2965.40;280.35;551.90;0.00;0.00;0.00;2693.85;1113.73;0.00;1580.12;940.53;30.32
2010.00;educacion;800019102.00;23193.55;15205.98;7987.57;6273.81;0.00;0.00;1713.77;686.89;503.44;0.00;0.00;0.00;1897.23;818.97;0.00;1078.26;916.59;16.19
2009.00;educacion;800019102.00;22533.63;14265.03;8268.60;6335.48;0.00;0.00;1933.12;653.76;995.75;0.00;0.00;0.00;1591.13;464.37;0.00;1126.76;1100.69;47.14
2008.00;educacion;800019102.00;22348.66;14235.82;8112.84;6380.40;0.00;0.00;1732.44;422.80;1987.12;0.00;0.00;0.00;168.12;89.64;0.00;78.48;1122.38;81.49
2007.00;educacion;800019102.00;22500.21;14990.09;7510.13;6363.35;0.00;0.00;1146.77;170.35;385.38;0.00;0.00;0.00;931.75;58.48;0.00;873.27;0.00;0.00
2006.00;educacion;800019102.00;19857.64;12731.59;7126.06;6423.98;0.00;0.00;702.08;247.18;188.17;0.00;0.00;42.84;761.09;454.60;0.00;349.33;0.00;0.00
